arrivaldate,arrivalstation,crawler,departuredate,departurestation,fullfare,productclass,scandate,trajeto
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,300.14,LT,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,425.14,PL,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,570.14,MX,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1036.34,LT,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1161.34,PL,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1316.34,MX,19-12-2024,ida
2025-02-22T22:20:00,GIG,gol,2025-02-22T21:15:00,GRU,747.34,LT,19-12-2024,ida
2025-02-22T22:20:00,GIG,gol,2025-02-22T21:15:00,GRU,872.34,PL,19-12-2024,ida
2025-02-22T22:20:00,GIG,gol,2025-02-22T21:15:00,GRU,1027.34,MX,19-12-2024,ida
2025-03-02T12:35:00,GRU,gol,2025-03-02T11:25:00,GIG,893.0,LT,19-12-2024,volta
2025-03-02T12:35:00,GRU,gol,2025-03-02T11:25:00,GIG,1018.0,PL,19-12-2024,volta
2025-03-02T12:35:00,GRU,gol,2025-03-02T11:25:00,GIG,1173.0,MX,19-12-2024,volta
2025-03-02T19:40:00,GRU,gol,2025-03-02T18:25:00,GIG,893.0,LT,19-12-2024,volta
2025-03-02T19:40:00,GRU,gol,2025-03-02T18:25:00,GIG,1018.0,PL,19-12-2024,volta
2025-03-02T19:40:00,GRU,gol,2025-03-02T18:25:00,GIG,1173.0,MX,19-12-2024,volta
2025-02-22T10:15:00,CNF,gol,2025-02-22T09:00:00,GRU,925.34,LT,19-12-2024,ida
2025-02-22T10:15:00,CNF,gol,2025-02-22T09:00:00,GRU,1050.34,PL,19-12-2024,ida
2025-02-22T10:15:00,CNF,gol,2025-02-22T09:00:00,GRU,1205.34,MX,19-12-2024,ida
2025-02-22T14:55:00,CNF,gol,2025-02-22T13:40:00,GRU,251.14,LT,19-12-2024,ida
2025-02-22T14:55:00,CNF,gol,2025-02-22T13:40:00,GRU,376.14,PL,19-12-2024,ida
2025-02-22T14:55:00,CNF,gol,2025-02-22T13:40:00,GRU,521.14,MX,19-12-2024,ida
2025-02-22T14:55:00,CNF,gol,2025-02-22T13:40:00,GRU,231.14,PO,19-12-2024,ida
2025-02-22T18:35:00,CNF,gol,2025-02-22T17:15:00,GRU,251.14,LT,19-12-2024,ida
2025-02-22T18:35:00,CNF,gol,2025-02-22T17:15:00,GRU,376.14,PL,19-12-2024,ida
2025-02-22T18:35:00,CNF,gol,2025-02-22T17:15:00,GRU,521.14,MX,19-12-2024,ida
2025-02-22T18:35:00,CNF,gol,2025-02-22T17:15:00,GRU,231.14,PO,19-12-2024,ida
2025-03-02T07:50:00,GRU,gol,2025-03-02T06:25:00,CNF,490.59,LT,19-12-2024,volta
2025-03-02T07:50:00,GRU,gol,2025-03-02T06:25:00,CNF,615.59,PL,19-12-2024,volta
2025-03-02T07:50:00,GRU,gol,2025-03-02T06:25:00,CNF,765.59,MX,19-12-2024,volta
2025-03-02T20:35:00,GRU,gol,2025-03-02T19:15:00,CNF,396.59,LT,19-12-2024,volta
2025-03-02T20:35:00,GRU,gol,2025-03-02T19:15:00,CNF,521.59,PL,19-12-2024,volta
2025-03-02T20:35:00,GRU,gol,2025-03-02T19:15:00,CNF,671.59,MX,19-12-2024,volta
2025-02-22T11:05:00,SSA,gol,2025-02-22T08:45:00,GRU,778.34,LT,19-12-2024,ida
2025-02-22T11:05:00,SSA,gol,2025-02-22T08:45:00,GRU,903.34,PL,19-12-2024,ida
2025-02-22T11:05:00,SSA,gol,2025-02-22T08:45:00,GRU,1058.34,MX,19-12-2024,ida
2025-02-22T18:05:00,SSA,gol,2025-02-22T15:40:00,GRU,590.34,LT,19-12-2024,ida
2025-02-22T18:05:00,SSA,gol,2025-02-22T15:40:00,GRU,715.34,PL,19-12-2024,ida
2025-02-22T18:05:00,SSA,gol,2025-02-22T15:40:00,GRU,865.34,MX,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,778.34,LT,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,903.34,PL,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,1058.34,MX,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,590.34,LT,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,715.34,PL,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,865.34,MX,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,1059.34,LT,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,1184.34,PL,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,1339.34,MX,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,632.34,LT,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,757.34,PL,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,907.34,MX,19-12-2024,ida
2025-02-22T10:45:00,BSB,gol,2025-02-22T09:00:00,GRU,590.34,LT,19-12-2024,ida
2025-02-22T10:45:00,BSB,gol,2025-02-22T09:00:00,GRU,715.34,PL,19-12-2024,ida
2025-02-22T10:45:00,BSB,gol,2025-02-22T09:00:00,GRU,865.34,MX,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1059.34,LT,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1184.34,PL,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1339.34,MX,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1059.34,LT,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1184.34,PL,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1339.34,MX,19-12-2024,ida
2025-03-02T17:30:00,GRU,gol,2025-03-02T15:00:00,SSA,791.17,LT,19-12-2024,volta
2025-03-02T17:30:00,GRU,gol,2025-03-02T15:00:00,SSA,916.17,PL,19-12-2024,volta
2025-03-02T17:30:00,GRU,gol,2025-03-02T15:00:00,SSA,1071.17,MX,19-12-2024,volta
2025-03-02T20:40:00,GRU,gol,2025-03-02T18:10:00,SSA,1072.17,LT,19-12-2024,volta
2025-03-02T20:40:00,GRU,gol,2025-03-02T18:10:00,SSA,1197.17,PL,19-12-2024,volta
2025-03-02T20:40:00,GRU,gol,2025-03-02T18:10:00,SSA,1352.17,MX,19-12-2024,volta
2025-03-02T22:45:00,GRU,gol,2025-03-02T20:15:00,SSA,791.17,LT,19-12-2024,volta
2025-03-02T22:45:00,GRU,gol,2025-03-02T20:15:00,SSA,916.17,PL,19-12-2024,volta
2025-03-02T22:45:00,GRU,gol,2025-03-02T20:15:00,SSA,1071.17,MX,19-12-2024,volta
2025-03-02T06:10:00,GIG,gol,2025-03-02T04:00:00,SSA,1072.17,LT,19-12-2024,volta
2025-03-02T06:10:00,GIG,gol,2025-03-02T04:00:00,SSA,1197.17,PL,19-12-2024,volta
2025-03-02T06:10:00,GIG,gol,2025-03-02T04:00:00,SSA,1352.17,MX,19-12-2024,volta
2025-03-02T13:50:00,GIG,gol,2025-03-02T11:40:00,SSA,1841.17,LT,19-12-2024,volta
2025-03-02T13:50:00,GIG,gol,2025-03-02T11:40:00,SSA,1966.17,PL,19-12-2024,volta
2025-03-02T13:50:00,GIG,gol,2025-03-02T11:40:00,SSA,2136.17,MX,19-12-2024,volta
2025-03-02T16:35:00,BSB,gol,2025-03-02T14:35:00,SSA,791.17,LT,19-12-2024,volta
2025-03-02T16:35:00,BSB,gol,2025-03-02T14:35:00,SSA,916.17,PL,19-12-2024,volta
2025-03-02T16:35:00,BSB,gol,2025-03-02T14:35:00,SSA,1071.17,MX,19-12-2024,volta
2025-03-02T16:40:00,GYN,gol,2025-03-02T14:40:00,SSA,791.17,LT,19-12-2024,volta
2025-03-02T16:40:00,GYN,gol,2025-03-02T14:40:00,SSA,916.17,PL,19-12-2024,volta
2025-03-02T16:40:00,GYN,gol,2025-03-02T14:40:00,SSA,1071.17,MX,19-12-2024,volta
2025-03-02T16:50:00,GIG,gol,2025-03-02T14:50:00,SSA,1513.17,LT,19-12-2024,volta
2025-03-02T16:50:00,GIG,gol,2025-03-02T14:50:00,SSA,1638.17,PL,19-12-2024,volta
2025-03-02T16:50:00,GIG,gol,2025-03-02T14:50:00,SSA,1798.17,MX,19-12-2024,volta
2025-03-03T00:10:00,GIG,gol,2025-03-02T22:00:00,SSA,791.17,LT,19-12-2024,volta
2025-03-03T00:10:00,GIG,gol,2025-03-02T22:00:00,SSA,916.17,PL,19-12-2024,volta
2025-03-03T00:10:00,GIG,gol,2025-03-02T22:00:00,SSA,1071.17,MX,19-12-2024,volta
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,233.14,PO,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,256.14,LT,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,381.14,PL,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,526.14,MX,19-12-2024,ida
2025-02-22T10:45:00,BSB,gol,2025-02-22T09:00:00,GRU,233.14,PO,19-12-2024,ida
2025-02-22T10:45:00,BSB,gol,2025-02-22T09:00:00,GRU,256.14,LT,19-12-2024,ida
2025-02-22T10:45:00,BSB,gol,2025-02-22T09:00:00,GRU,381.14,PL,19-12-2024,ida
2025-02-22T10:45:00,BSB,gol,2025-02-22T09:00:00,GRU,526.14,MX,19-12-2024,ida
2025-02-22T17:40:00,BSB,gol,2025-02-22T15:50:00,GRU,281.34,LT,19-12-2024,ida
2025-02-22T17:40:00,BSB,gol,2025-02-22T15:50:00,GRU,406.34,PL,19-12-2024,ida
2025-02-22T17:40:00,BSB,gol,2025-02-22T15:50:00,GRU,551.34,MX,19-12-2024,ida
2025-02-22T23:40:00,BSB,gol,2025-02-22T21:55:00,GRU,233.14,PO,19-12-2024,ida
2025-02-22T23:40:00,BSB,gol,2025-02-22T21:55:00,GRU,256.14,LT,19-12-2024,ida
2025-02-22T23:40:00,BSB,gol,2025-02-22T21:55:00,GRU,381.14,PL,19-12-2024,ida
2025-02-22T23:40:00,BSB,gol,2025-02-22T21:55:00,GRU,526.14,MX,19-12-2024,ida
2025-03-02T08:05:00,GRU,gol,2025-03-02T06:15:00,BSB,748.85,LT,19-12-2024,volta
2025-03-02T08:05:00,GRU,gol,2025-03-02T06:15:00,BSB,873.85,PL,19-12-2024,volta
2025-03-02T08:05:00,GRU,gol,2025-03-02T06:15:00,BSB,1028.85,MX,19-12-2024,volta
2025-03-02T22:35:00,GRU,gol,2025-03-02T20:40:00,BSB,604.85,LT,19-12-2024,volta
2025-03-02T22:35:00,GRU,gol,2025-03-02T20:40:00,BSB,729.85,PL,19-12-2024,volta
2025-03-02T22:35:00,GRU,gol,2025-03-02T20:40:00,BSB,879.85,MX,19-12-2024,volta
2025-02-22T12:05:00,FOR,gol,2025-02-22T08:40:00,GRU,771.34,LT,19-12-2024,ida
2025-02-22T12:05:00,FOR,gol,2025-02-22T08:40:00,GRU,896.34,PL,19-12-2024,ida
2025-02-22T12:05:00,FOR,gol,2025-02-22T08:40:00,GRU,1051.34,MX,19-12-2024,ida
2025-02-22T17:00:00,FOR,gol,2025-02-22T13:30:00,GRU,771.34,LT,19-12-2024,ida
2025-02-22T17:00:00,FOR,gol,2025-02-22T13:30:00,GRU,896.34,PL,19-12-2024,ida
2025-02-22T17:00:00,FOR,gol,2025-02-22T13:30:00,GRU,1051.34,MX,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,1507.34,LT,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,1632.34,PL,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,1802.34,MX,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,1507.34,LT,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,1632.34,PL,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,1802.34,MX,19-12-2024,ida
2025-02-22T10:45:00,BSB,gol,2025-02-22T09:00:00,GRU,771.34,LT,19-12-2024,ida
2025-02-22T10:45:00,BSB,gol,2025-02-22T09:00:00,GRU,896.34,PL,19-12-2024,ida
2025-02-22T10:45:00,BSB,gol,2025-02-22T09:00:00,GRU,1051.34,MX,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1507.34,LT,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1632.34,PL,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1802.34,MX,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1507.34,LT,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1632.34,PL,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1802.34,MX,19-12-2024,ida
2025-02-22T18:05:00,SSA,gol,2025-02-22T15:40:00,GRU,1507.34,LT,19-12-2024,ida
2025-02-22T18:05:00,SSA,gol,2025-02-22T15:40:00,GRU,1632.34,PL,19-12-2024,ida
2025-02-22T18:05:00,SSA,gol,2025-02-22T15:40:00,GRU,1802.34,MX,19-12-2024,ida
2025-03-02T08:20:00,GRU,gol,2025-03-02T04:35:00,FOR,660.47,LT,19-12-2024,volta
2025-03-02T08:20:00,GRU,gol,2025-03-02T04:35:00,FOR,785.47,PL,19-12-2024,volta
2025-03-02T08:20:00,GRU,gol,2025-03-02T04:35:00,FOR,935.47,MX,19-12-2024,volta
2025-03-02T22:00:00,GRU,gol,2025-03-02T18:25:00,FOR,808.47,LT,19-12-2024,volta
2025-03-02T22:00:00,GRU,gol,2025-03-02T18:25:00,FOR,933.47,PL,19-12-2024,volta
2025-03-02T22:00:00,GRU,gol,2025-03-02T18:25:00,FOR,1088.47,MX,19-12-2024,volta
2025-03-02T05:15:00,GIG,gol,2025-03-02T01:55:00,FOR,1529.47,LT,19-12-2024,volta
2025-03-02T05:15:00,GIG,gol,2025-03-02T01:55:00,FOR,1654.47,PL,19-12-2024,volta
2025-03-02T05:15:00,GIG,gol,2025-03-02T01:55:00,FOR,1824.47,MX,19-12-2024,volta
2025-03-02T15:00:00,GIG,gol,2025-03-02T11:40:00,FOR,1529.47,LT,19-12-2024,volta
2025-03-02T15:00:00,GIG,gol,2025-03-02T11:40:00,FOR,1654.47,PL,19-12-2024,volta
2025-03-02T15:00:00,GIG,gol,2025-03-02T11:40:00,FOR,1824.47,MX,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T11:55:00,FOR,1529.47,LT,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T11:55:00,FOR,1654.47,PL,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T11:55:00,FOR,1824.47,MX,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T11:55:00,FOR,1529.47,LT,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T11:55:00,FOR,1654.47,PL,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T11:55:00,FOR,1824.47,MX,19-12-2024,volta
2025-03-02T20:05:00,BSB,gol,2025-03-02T17:20:00,FOR,1529.47,LT,19-12-2024,volta
2025-03-02T20:05:00,BSB,gol,2025-03-02T17:20:00,FOR,1654.47,PL,19-12-2024,volta
2025-03-02T20:05:00,BSB,gol,2025-03-02T17:20:00,FOR,1824.47,MX,19-12-2024,volta
2025-02-22T12:00:00,REC,gol,2025-02-22T08:55:00,GRU,681.34,LT,19-12-2024,ida
2025-02-22T12:00:00,REC,gol,2025-02-22T08:55:00,GRU,806.34,PL,19-12-2024,ida
2025-02-22T12:00:00,REC,gol,2025-02-22T08:55:00,GRU,956.34,MX,19-12-2024,ida
2025-02-22T17:20:00,REC,gol,2025-02-22T14:10:00,GRU,681.34,LT,19-12-2024,ida
2025-02-22T17:20:00,REC,gol,2025-02-22T14:10:00,GRU,806.34,PL,19-12-2024,ida
2025-02-22T17:20:00,REC,gol,2025-02-22T14:10:00,GRU,956.34,MX,19-12-2024,ida
2025-02-23T00:30:00,REC,gol,2025-02-22T21:20:00,GRU,681.34,LT,19-12-2024,ida
2025-02-23T00:30:00,REC,gol,2025-02-22T21:20:00,GRU,806.34,PL,19-12-2024,ida
2025-02-23T00:30:00,REC,gol,2025-02-22T21:20:00,GRU,956.34,MX,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,1574.34,LT,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,1699.34,PL,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,1869.34,MX,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,1885.34,LT,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,2010.34,PL,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,2180.34,MX,19-12-2024,ida
2025-02-22T11:05:00,SSA,gol,2025-02-22T08:45:00,GRU,1398.34,LT,19-12-2024,ida
2025-02-22T11:05:00,SSA,gol,2025-02-22T08:45:00,GRU,1523.34,PL,19-12-2024,ida
2025-02-22T11:05:00,SSA,gol,2025-02-22T08:45:00,GRU,1683.34,MX,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1690.34,LT,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1815.34,PL,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1985.34,MX,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1885.34,LT,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,2010.34,PL,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,2180.34,MX,19-12-2024,ida
2025-02-22T18:05:00,SSA,gol,2025-02-22T15:40:00,GRU,681.34,LT,19-12-2024,ida
2025-02-22T18:05:00,SSA,gol,2025-02-22T15:40:00,GRU,806.34,PL,19-12-2024,ida
2025-02-22T18:05:00,SSA,gol,2025-02-22T15:40:00,GRU,956.34,MX,19-12-2024,ida
2025-02-22T22:20:00,GIG,gol,2025-02-22T21:15:00,GRU,1398.34,LT,19-12-2024,ida
2025-02-22T22:20:00,GIG,gol,2025-02-22T21:15:00,GRU,1523.34,PL,19-12-2024,ida
2025-02-22T22:20:00,GIG,gol,2025-02-22T21:15:00,GRU,1683.34,MX,19-12-2024,ida
2025-03-02T08:15:00,GRU,gol,2025-03-02T05:00:00,REC,2094.79,LT,19-12-2024,volta
2025-03-02T08:15:00,GRU,gol,2025-03-02T05:00:00,REC,2219.79,PL,19-12-2024,volta
2025-03-02T08:15:00,GRU,gol,2025-03-02T05:00:00,REC,2389.79,MX,19-12-2024,volta
2025-03-02T20:55:00,GRU,gol,2025-03-02T17:40:00,REC,2094.79,LT,19-12-2024,volta
2025-03-02T20:55:00,GRU,gol,2025-03-02T17:40:00,REC,2219.79,PL,19-12-2024,volta
2025-03-02T20:55:00,GRU,gol,2025-03-02T17:40:00,REC,2389.79,MX,19-12-2024,volta
2025-03-02T08:25:00,GIG,gol,2025-03-02T05:30:00,REC,2974.79,LT,19-12-2024,volta
2025-03-02T08:25:00,GIG,gol,2025-03-02T05:30:00,REC,3099.79,PL,19-12-2024,volta
2025-03-02T08:25:00,GIG,gol,2025-03-02T05:30:00,REC,3269.79,MX,19-12-2024,volta
2025-03-02T13:45:00,GIG,gol,2025-03-02T10:45:00,REC,2974.79,LT,19-12-2024,volta
2025-03-02T13:45:00,GIG,gol,2025-03-02T10:45:00,REC,3099.79,PL,19-12-2024,volta
2025-03-02T13:45:00,GIG,gol,2025-03-02T10:45:00,REC,3269.79,MX,19-12-2024,volta
2025-03-02T13:55:00,SSA,gol,2025-03-02T12:30:00,REC,2974.79,LT,19-12-2024,volta
2025-03-02T13:55:00,SSA,gol,2025-03-02T12:30:00,REC,3099.79,PL,19-12-2024,volta
2025-03-02T13:55:00,SSA,gol,2025-03-02T12:30:00,REC,3269.79,MX,19-12-2024,volta
2025-03-02T13:55:00,SSA,gol,2025-03-02T12:30:00,REC,2974.79,LT,19-12-2024,volta
2025-03-02T13:55:00,SSA,gol,2025-03-02T12:30:00,REC,3099.79,PL,19-12-2024,volta
2025-03-02T13:55:00,SSA,gol,2025-03-02T12:30:00,REC,3269.79,MX,19-12-2024,volta
2025-03-02T22:45:00,GIG,gol,2025-03-02T19:45:00,REC,1464.79,LT,19-12-2024,volta
2025-03-02T22:45:00,GIG,gol,2025-03-02T19:45:00,REC,1589.79,PL,19-12-2024,volta
2025-03-02T22:45:00,GIG,gol,2025-03-02T19:45:00,REC,1749.79,MX,19-12-2024,volta
2025-02-22T10:50:00,POA,gol,2025-02-22T09:00:00,GRU,684.34,LT,19-12-2024,ida
2025-02-22T10:50:00,POA,gol,2025-02-22T09:00:00,GRU,809.34,PL,19-12-2024,ida
2025-02-22T10:50:00,POA,gol,2025-02-22T09:00:00,GRU,959.34,MX,19-12-2024,ida
2025-02-22T16:35:00,POA,gol,2025-02-22T14:50:00,GRU,553.34,LT,19-12-2024,ida
2025-02-22T16:35:00,POA,gol,2025-02-22T14:50:00,GRU,678.34,PL,19-12-2024,ida
2025-02-22T16:35:00,POA,gol,2025-02-22T14:50:00,GRU,828.34,MX,19-12-2024,ida
2025-02-22T18:40:00,POA,gol,2025-02-22T17:00:00,GRU,822.34,LT,19-12-2024,ida
2025-02-22T18:40:00,POA,gol,2025-02-22T17:00:00,GRU,947.34,PL,19-12-2024,ida
2025-02-22T18:40:00,POA,gol,2025-02-22T17:00:00,GRU,1102.34,MX,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,553.34,LT,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,678.34,PL,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,828.34,MX,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,684.34,LT,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,809.34,PL,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,959.34,MX,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1222.34,LT,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1347.34,PL,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1507.34,MX,19-12-2024,ida
2025-02-22T17:40:00,BSB,gol,2025-02-22T15:50:00,GRU,369.34,LT,19-12-2024,ida
2025-02-22T17:40:00,BSB,gol,2025-02-22T15:50:00,GRU,494.34,PL,19-12-2024,ida
2025-02-22T17:40:00,BSB,gol,2025-02-22T15:50:00,GRU,644.34,MX,19-12-2024,ida
2025-03-02T08:00:00,GRU,gol,2025-03-02T06:10:00,POA,612.92,LT,19-12-2024,volta
2025-03-02T08:00:00,GRU,gol,2025-03-02T06:10:00,POA,737.92,PL,19-12-2024,volta
2025-03-02T08:00:00,GRU,gol,2025-03-02T06:10:00,POA,887.92,MX,19-12-2024,volta
2025-03-02T21:05:00,GRU,gol,2025-03-02T19:20:00,POA,577.92,LT,19-12-2024,volta
2025-03-02T21:05:00,GRU,gol,2025-03-02T19:20:00,POA,702.92,PL,19-12-2024,volta
2025-03-02T21:05:00,GRU,gol,2025-03-02T19:20:00,POA,852.92,MX,19-12-2024,volta
2025-03-02T12:45:00,GIG,gol,2025-03-02T10:50:00,POA,2269.92,LT,19-12-2024,volta
2025-03-02T12:45:00,GIG,gol,2025-03-02T10:50:00,POA,2394.92,PL,19-12-2024,volta
2025-03-02T12:45:00,GIG,gol,2025-03-02T10:50:00,POA,2564.92,MX,19-12-2024,volta
2025-02-22T10:30:00,CWB,gol,2025-02-22T09:25:00,GRU,271.34,PO,19-12-2024,ida
2025-02-22T10:30:00,CWB,gol,2025-02-22T09:25:00,GRU,294.34,LT,19-12-2024,ida
2025-02-22T10:30:00,CWB,gol,2025-02-22T09:25:00,GRU,419.34,PL,19-12-2024,ida
2025-02-22T10:30:00,CWB,gol,2025-02-22T09:25:00,GRU,564.34,MX,19-12-2024,ida
2025-02-22T18:30:00,CWB,gol,2025-02-22T17:20:00,GRU,271.34,PO,19-12-2024,ida
2025-02-22T18:30:00,CWB,gol,2025-02-22T17:20:00,GRU,294.34,LT,19-12-2024,ida
2025-02-22T18:30:00,CWB,gol,2025-02-22T17:20:00,GRU,419.34,PL,19-12-2024,ida
2025-02-22T18:30:00,CWB,gol,2025-02-22T17:20:00,GRU,564.34,MX,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,331.34,LT,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,456.34,PL,19-12-2024,ida
2025-02-22T07:50:00,BSB,gol,2025-02-22T06:00:00,GRU,606.34,MX,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,271.34,PO,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,294.34,LT,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,419.34,PL,19-12-2024,ida
2025-02-22T07:15:00,GIG,gol,2025-02-22T06:10:00,GRU,564.34,MX,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1297.34,LT,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1422.34,PL,19-12-2024,ida
2025-02-22T10:25:00,GIG,gol,2025-02-22T09:20:00,GRU,1582.34,MX,19-12-2024,ida
2025-03-02T07:50:00,GRU,gol,2025-03-02T06:40:00,CWB,284.89,PO,19-12-2024,volta
2025-03-02T07:50:00,GRU,gol,2025-03-02T06:40:00,CWB,307.89,LT,19-12-2024,volta
2025-03-02T07:50:00,GRU,gol,2025-03-02T06:40:00,CWB,432.89,PL,19-12-2024,volta
2025-03-02T07:50:00,GRU,gol,2025-03-02T06:40:00,CWB,577.89,MX,19-12-2024,volta
2025-03-02T20:30:00,GRU,gol,2025-03-02T19:15:00,CWB,344.89,LT,19-12-2024,volta
2025-03-02T20:30:00,GRU,gol,2025-03-02T19:15:00,CWB,469.89,PL,19-12-2024,volta
